year,type_activity,age_group,value,unit,source
2560,ค้นหาข้อมูลของภาครัฐ,15 - 19 ปี,999632,คน,สำนักงานสถิติแห่งชาติ
2560,ค้นหาข้อมูลของภาครัฐ,20 - 24 ปี,923597,คน,สำนักงานสถิติแห่งชาติ
2560,ค้นหาข้อมูลของภาครัฐ,25 - 29 ปี,941325,คน,สำนักงานสถิติแห่งชาติ
2560,ค้นหาข้อมูลของภาครัฐ,30 - 34 ปี,907023,คน,สำนักงานสถิติแห่งชาติ
2560,ค้นหาข้อมูลของภาครัฐ,35 - 39 ปี,897631,คน,สำนักงานสถิติแห่งชาติ
2560,ค้นหาข้อมูลของภาครัฐ,40 - 49 ปี,1396698,คน,สำนักงานสถิติแห่งชาติ
2560,ค้นหาข้อมูลของภาครัฐ,50 - 59 ปี,991990,คน,สำนักงานสถิติแห่งชาติ
2560,ค้นหาข้อมูลของภาครัฐ,60 ปีขึ้นไป,250239,คน,สำนักงานสถิติแห่งชาติ
2561,ค้นหาข้อมูลของภาครัฐ,รวม,8956559,คน,สำนักงานสถิติแห่งชาติ
2561,ค้นหาข้อมูลของภาครัฐ,6 - 9 ปี,49044,คน,สำนักงานสถิติแห่งชาติ
2561,ค้นหาข้อมูลของภาครัฐ,10 - 14 ปี,577196,คน,สำนักงานสถิติแห่งชาติ
2561,ค้นหาข้อมูลของภาครัฐ,15 - 19 ปี,1068278,คน,สำนักงานสถิติแห่งชาติ
2561,ค้นหาข้อมูลของภาครัฐ,20 - 24 ปี,1015522,คน,สำนักงานสถิติแห่งชาติ
2561,ค้นหาข้อมูลของภาครัฐ,25 - 29 ปี,1098382,คน,สำนักงานสถิติแห่งชาติ
2561,ค้นหาข้อมูลของภาครัฐ,30 - 34 ปี,1012610,คน,สำนักงานสถิติแห่งชาติ
2561,ค้นหาข้อมูลของภาครัฐ,35 - 39 ปี,1071479,คน,สำนักงานสถิติแห่งชาติ
2561,ค้นหาข้อมูลของภาครัฐ,40 - 49 ปี,1648830,คน,สำนักงานสถิติแห่งชาติ
2561,ค้นหาข้อมูลของภาครัฐ,50 - 59 ปี,1119675,คน,สำนักงานสถิติแห่งชาติ
2561,ค้นหาข้อมูลของภาครัฐ,60 ปีขึ้นไป,295544,คน,สำนักงานสถิติแห่งชาติ
2556,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,รวม,2762077,คน,สำนักงานสถิติแห่งชาติ
2556,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,6 - 10 ปี,29170,คน,สำนักงานสถิติแห่งชาติ
2556,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,11 - 14 ปี,103189,คน,สำนักงานสถิติแห่งชาติ
2556,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,15 - 19 ปี,266675,คน,สำนักงานสถิติแห่งชาติ
2556,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,20 - 24 ปี,297134,คน,สำนักงานสถิติแห่งชาติ
2556,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,25 - 29 ปี,376745,คน,สำนักงานสถิติแห่งชาติ
2556,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,30 - 34 ปี,427463,คน,สำนักงานสถิติแห่งชาติ
2556,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,35 - 39 ปี,349599,คน,สำนักงานสถิติแห่งชาติ
2556,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,40 - 49 ปี,526016,คน,สำนักงานสถิติแห่งชาติ
2556,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,50 - 59 ปี,356591,คน,สำนักงานสถิติแห่งชาติ
2556,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,60 ปีขึ้นไป,29496,คน,สำนักงานสถิติแห่งชาติ
2557,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,รวม,3202192,คน,สำนักงานสถิติแห่งชาติ
2557,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,6 - 10 ปี,30278,คน,สำนักงานสถิติแห่งชาติ
2557,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,11 - 14 ปี,120240,คน,สำนักงานสถิติแห่งชาติ
2557,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,15 - 19 ปี,291733,คน,สำนักงานสถิติแห่งชาติ
2557,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,20 - 24 ปี,381594,คน,สำนักงานสถิติแห่งชาติ
2557,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,25 - 29 ปี,467266,คน,สำนักงานสถิติแห่งชาติ
2557,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,30 - 34 ปี,429484,คน,สำนักงานสถิติแห่งชาติ
2557,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,35 - 39 ปี,445375,คน,สำนักงานสถิติแห่งชาติ
2557,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,40 - 49 ปี,571770,คน,สำนักงานสถิติแห่งชาติ
2557,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,50 - 59 ปี,423603,คน,สำนักงานสถิติแห่งชาติ
2557,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,60 ปีขึ้นไป,40850,คน,สำนักงานสถิติแห่งชาติ
2558,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,รวม,3440465,คน,สำนักงานสถิติแห่งชาติ
2558,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,6 - 10 ปี,34845,คน,สำนักงานสถิติแห่งชาติ
2558,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,11 - 14 ปี,102113,คน,สำนักงานสถิติแห่งชาติ
2558,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,15 - 19 ปี,300405,คน,สำนักงานสถิติแห่งชาติ
2558,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,20 - 24 ปี,421954,คน,สำนักงานสถิติแห่งชาติ
2558,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,25 - 29 ปี,485426,คน,สำนักงานสถิติแห่งชาติ
2558,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,30 - 34 ปี,475221,คน,สำนักงานสถิติแห่งชาติ
2558,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,35 - 39 ปี,449037,คน,สำนักงานสถิติแห่งชาติ
2558,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,40 - 49 ปี,644724,คน,สำนักงานสถิติแห่งชาติ
2558,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,50 - 59 ปี,471136,คน,สำนักงานสถิติแห่งชาติ
2558,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,60 ปีขึ้นไป,55604,คน,สำนักงานสถิติแห่งชาติ
2559,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,รวม,3349754,คน,สำนักงานสถิติแห่งชาติ
2559,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,6 - 10 ปี,22707,คน,สำนักงานสถิติแห่งชาติ
2559,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,11 - 14 ปี,81118,คน,สำนักงานสถิติแห่งชาติ
2559,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,15 - 19 ปี,277517,คน,สำนักงานสถิติแห่งชาติ
2559,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,20 - 24 ปี,378680,คน,สำนักงานสถิติแห่งชาติ
2559,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,25 - 29 ปี,456605,คน,สำนักงานสถิติแห่งชาติ
2559,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,30 - 34 ปี,441267,คน,สำนักงานสถิติแห่งชาติ
2559,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,35 - 39 ปี,443057,คน,สำนักงานสถิติแห่งชาติ
2559,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,40 - 49 ปี,683081,คน,สำนักงานสถิติแห่งชาติ
2559,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,50 - 59 ปี,509803,คน,สำนักงานสถิติแห่งชาติ
2559,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,60 ปีขึ้นไป,55921,คน,สำนักงานสถิติแห่งชาติ
2560,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,รวม,3609625,คน,สำนักงานสถิติแห่งชาติ
2560,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,6 - 10 ปี,20874,คน,สำนักงานสถิติแห่งชาติ
2560,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,11 - 14 ปี,79844,คน,สำนักงานสถิติแห่งชาติ
2560,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,15 - 19 ปี,307236,คน,สำนักงานสถิติแห่งชาติ
2560,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,20 - 24 ปี,386195,คน,สำนักงานสถิติแห่งชาติ
2560,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,25 - 29 ปี,469138,คน,สำนักงานสถิติแห่งชาติ
2560,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,30 - 34 ปี,490756,คน,สำนักงานสถิติแห่งชาติ
2560,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,35 - 39 ปี,477554,คน,สำนักงานสถิติแห่งชาติ
2560,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,40 - 49 ปี,736712,คน,สำนักงานสถิติแห่งชาติ
2560,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,50 - 59 ปี,554930,คน,สำนักงานสถิติแห่งชาติ
2560,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,60 ปีขึ้นไป,86387,คน,สำนักงานสถิติแห่งชาติ
2561,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,รวม,3997874,คน,สำนักงานสถิติแห่งชาติ
2561,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,6 - 9 ปี,5455,คน,สำนักงานสถิติแห่งชาติ
2561,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,10 - 14 ปี,104483,คน,สำนักงานสถิติแห่งชาติ
2561,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,15 - 19 ปี,306357,คน,สำนักงานสถิติแห่งชาติ
2561,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,20 - 24 ปี,443725,คน,สำนักงานสถิติแห่งชาติ
2561,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,25 - 29 ปี,575251,คน,สำนักงานสถิติแห่งชาติ
2561,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,30 - 34 ปี,503325,คน,สำนักงานสถิติแห่งชาติ
2561,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,35 - 39 ปี,559129,คน,สำนักงานสถิติแห่งชาติ
2561,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,40 - 49 ปี,847033,คน,สำนักงานสถิติแห่งชาติ
2561,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,50 - 59 ปี,581927,คน,สำนักงานสถิติแห่งชาติ
2561,ติดต่อ/รับส่ง ดาวน์โหลดเอกสาร/ทำธุกรรมกับหน่วยงานภาครัฐ,60 ปีขึ้นไป,71189,คน,สำนักงานสถิติแห่งชาติ
2556,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),รวม,9119061,คน,สำนักงานสถิติแห่งชาติ
2556,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),6 - 10 ปี,288160,คน,สำนักงานสถิติแห่งชาติ
2556,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),11 - 14 ปี,961810,คน,สำนักงานสถิติแห่งชาติ
2556,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),15 - 19 ปี,1897567,คน,สำนักงานสถิติแห่งชาติ
2556,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),20 - 24 ปี,1195460,คน,สำนักงานสถิติแห่งชาติ
2556,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),25 - 29 ปี,1067187,คน,สำนักงานสถิติแห่งชาติ
2556,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),30 - 34 ปี,1028934,คน,สำนักงานสถิติแห่งชาติ
2556,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),35 - 39 ปี,816671,คน,สำนักงานสถิติแห่งชาติ
2556,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),40 - 49 ปี,1085514,คน,สำนักงานสถิติแห่งชาติ
2556,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),50 - 59 ปี,643476,คน,สำนักงานสถิติแห่งชาติ
2556,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),60 ปีขึ้นไป,134282,คน,สำนักงานสถิติแห่งชาติ
2557,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),รวม,11112426,คน,สำนักงานสถิติแห่งชาติ
2557,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),6 - 10 ปี,254776,คน,สำนักงานสถิติแห่งชาติ
2557,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),11 - 14 ปี,939981,คน,สำนักงานสถิติแห่งชาติ
2557,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),15 - 19 ปี,1968888,คน,สำนักงานสถิติแห่งชาติ
2557,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),20 - 24 ปี,1534926,คน,สำนักงานสถิติแห่งชาติ
2557,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),25 - 29 ปี,1460919,คน,สำนักงานสถิติแห่งชาติ
2557,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),30 - 34 ปี,1274698,คน,สำนักงานสถิติแห่งชาติ
2557,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),35 - 39 ปี,1156073,คน,สำนักงานสถิติแห่งชาติ
2557,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),40 - 49 ปี,1451272,คน,สำนักงานสถิติแห่งชาติ
2557,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),50 - 59 ปี,853839,คน,สำนักงานสถิติแห่งชาติ
2557,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),60 ปีขึ้นไป,217053,คน,สำนักงานสถิติแห่งชาติ
2558,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),รวม,11572226,คน,สำนักงานสถิติแห่งชาติ
2558,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),6 - 10 ปี,220650,คน,สำนักงานสถิติแห่งชาติ
2558,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),11 - 14 ปี,828646,คน,สำนักงานสถิติแห่งชาติ
2558,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),15 - 19 ปี,1935165,คน,สำนักงานสถิติแห่งชาติ
2558,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),20 - 24 ปี,1699041,คน,สำนักงานสถิติแห่งชาติ
2558,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),25 - 29 ปี,1568864,คน,สำนักงานสถิติแห่งชาติ
2558,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),30 - 34 ปี,1423507,คน,สำนักงานสถิติแห่งชาติ
2558,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),35 - 39 ปี,1244958,คน,สำนักงานสถิติแห่งชาติ
2558,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),40 - 49 ปี,1541451,คน,สำนักงานสถิติแห่งชาติ
2558,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),50 - 59 ปี,861462,คน,สำนักงานสถิติแห่งชาติ
2558,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),60 ปีขึ้นไป,248483,คน,สำนักงานสถิติแห่งชาติ
2559,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),รวม,13880319,คน,สำนักงานสถิติแห่งชาติ
2559,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),6 - 10 ปี,211773,คน,สำนักงานสถิติแห่งชาติ
2559,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),11 - 14 ปี,853161,คน,สำนักงานสถิติแห่งชาติ
2559,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),15 - 19 ปี,2008641,คน,สำนักงานสถิติแห่งชาติ
2559,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),20 - 24 ปี,1991156,คน,สำนักงานสถิติแห่งชาติ
2559,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),25 - 29 ปี,1818395,คน,สำนักงานสถิติแห่งชาติ
2559,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),30 - 34 ปี,1750456,คน,สำนักงานสถิติแห่งชาติ
2559,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),35 - 39 ปี,1589789,คน,สำนักงานสถิติแห่งชาติ
2559,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),40 - 49 ปี,2142654,คน,สำนักงานสถิติแห่งชาติ
2559,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),50 - 59 ปี,1165144,คน,สำนักงานสถิติแห่งชาติ
2559,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),60 ปีขึ้นไป,349151,คน,สำนักงานสถิติแห่งชาติ
2560,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),รวม,14812462,คน,สำนักงานสถิติแห่งชาติ
2560,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),6 - 10 ปี,251622,คน,สำนักงานสถิติแห่งชาติ
2560,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),11 - 14 ปี,833666,คน,สำนักงานสถิติแห่งชาติ
2560,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),15 - 19 ปี,2035268,คน,สำนักงานสถิติแห่งชาติ
2560,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),20 - 24 ปี,2038316,คน,สำนักงานสถิติแห่งชาติ
2560,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),25 - 29 ปี,1848720,คน,สำนักงานสถิติแห่งชาติ
2560,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),30 - 34 ปี,1727010,คน,สำนักงานสถิติแห่งชาติ
2560,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),35 - 39 ปี,1745888,คน,สำนักงานสถิติแห่งชาติ
2560,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),40 - 49 ปี,2454940,คน,สำนักงานสถิติแห่งชาติ
2560,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),50 - 59 ปี,1399751,คน,สำนักงานสถิติแห่งชาติ
2560,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),60 ปีขึ้นไป,477280,คน,สำนักงานสถิติแห่งชาติ
2561,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),รวม,15403519,คน,สำนักงานสถิติแห่งชาติ
2561,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),6 - 9 ปี,114329,คน,สำนักงานสถิติแห่งชาติ
2561,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),10 - 14 ปี,1069194,คน,สำนักงานสถิติแห่งชาติ
2561,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),15 - 19 ปี,1917780,คน,สำนักงานสถิติแห่งชาติ
2561,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),20 - 24 ปี,1994107,คน,สำนักงานสถิติแห่งชาติ
2561,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),25 - 29 ปี,1864732,คน,สำนักงานสถิติแห่งชาติ
2561,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),30 - 34 ปี,1758804,คน,สำนักงานสถิติแห่งชาติ
2561,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),35 - 39 ปี,1756483,คน,สำนักงานสถิติแห่งชาติ
2561,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),40 - 49 ปี,2792105,คน,สำนักงานสถิติแห่งชาติ
2561,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),50 - 59 ปี,1597354,คน,สำนักงานสถิติแห่งชาติ
2561,ติดตามข่าวสาร/อ่านหรือดาวน์โหลด นสพ. นิตยสาร (e-book),60 ปีขึ้นไป,538631,คน,สำนักงานสถิติแห่งชาติ
2558,หางาน หรือสมัครงานผ่านระบบออนไลน์,รวม,1080390,คน,สำนักงานสถิติแห่งชาติ
2558,หางาน หรือสมัครงานผ่านระบบออนไลน์,6 - 10 ปี,5166,คน,สำนักงานสถิติแห่งชาติ
2558,หางาน หรือสมัครงานผ่านระบบออนไลน์,11 - 14 ปี,13017,คน,สำนักงานสถิติแห่งชาติ
2558,หางาน หรือสมัครงานผ่านระบบออนไลน์,15 - 19 ปี,107248,คน,สำนักงานสถิติแห่งชาติ
2558,หางาน หรือสมัครงานผ่านระบบออนไลน์,20 - 24 ปี,335594,คน,สำนักงานสถิติแห่งชาติ
2558,หางาน หรือสมัครงานผ่านระบบออนไลน์,25 - 29 ปี,272721,คน,สำนักงานสถิติแห่งชาติ
2558,หางาน หรือสมัครงานผ่านระบบออนไลน์,30 - 34 ปี,158085,คน,สำนักงานสถิติแห่งชาติ
2558,หางาน หรือสมัครงานผ่านระบบออนไลน์,35 - 39 ปี,99266,คน,สำนักงานสถิติแห่งชาติ
2558,หางาน หรือสมัครงานผ่านระบบออนไลน์,40 - 49 ปี,67523,คน,สำนักงานสถิติแห่งชาติ
2558,หางาน หรือสมัครงานผ่านระบบออนไลน์,50 - 59 ปี,17288,คน,สำนักงานสถิติแห่งชาติ
2558,หางาน หรือสมัครงานผ่านระบบออนไลน์,60 ปีขึ้นไป,4483,คน,สำนักงานสถิติแห่งชาติ
2559,หางาน หรือสมัครงานผ่านระบบออนไลน์,รวม,1308331,คน,สำนักงานสถิติแห่งชาติ
2559,หางาน หรือสมัครงานผ่านระบบออนไลน์,6 - 10 ปี,5509,คน,สำนักงานสถิติแห่งชาติ
2559,หางาน หรือสมัครงานผ่านระบบออนไลน์,11 - 14 ปี,14277,คน,สำนักงานสถิติแห่งชาติ
2559,หางาน หรือสมัครงานผ่านระบบออนไลน์,15 - 19 ปี,123697,คน,สำนักงานสถิติแห่งชาติ
